Id,Name,Rating,Review Count,Price,Style,Neighborhood,Address,Phone Number,Link
255,Cardero’s Restaurant &amp; Marine Pub,3.5,338,$$$,Seafood#Cajun/Creole#Canadian (New),"Coal Harbour, Downtown","1583 Coal Harbour Quay#Vancouver, BC V6G 3E7#Canada",(604) 669-7666,/biz/carderos-restaurant-and-marine-pub-vancouver-2?osq=Restaurants
256,Café Salade de Fruits,4.0,127,$$,French,"Fairview Slopes, South Granville","1555 W 7th Avenue#Vancouver, BC V6J 1S1#Canada",(604) 714-5987,/biz/caf%C3%A9-salade-de-fruits-vancouver?osq=Restaurants
257,Dixie’s BBQ,4.0,50,$$,Barbeque,Downtown Eastside,"337 E Hastings Street#Vancouver, BC V6A 1P3#Canada",(778) 379-4770,/biz/dixies-bbq-vancouver?osq=Restaurants
258,Corduroy,4.0,55,$$,Pizza#Lounges,Kitsilano,"1943 Cornwall Ave#Vancouver, BC V6J#Canada",(604) 733-0162,/biz/corduroy-vancouver?osq=Restaurants
259,Kobob Burger,4.0,72,$,Burgers#Korean,"Downtown, Strathcona","1019 Main Street#Vancouver, BC V6A 2V8#Canada",(604) 569-3939,/biz/kobob-burger-vancouver-2?osq=Restaurants
260,Mirchi Restaurant,4.5,74,$$,Indian,Marpole,"7964 Granville Street#Vancouver, BC V6P 4Z2#Canada",(604) 266-7000,/biz/mirchi-restaurant-vancouver?osq=Restaurants
261,Tractor,4.5,20,$$,Salad#Soup#Sandwiches,Downtown,"547 Robson Street#Vancouver, BC V6B 2B7#Canada",,/biz/tractor-vancouver-6?osq=Restaurants
262,Bistro Wagon Rouge,4.0,42,$$,French,Grandview-Woodlands,"1869 Powell Street#Vancouver, BC V5L 1H9#Canada",(604) 251-4070,/biz/bistro-wagon-rouge-vancouver?osq=Restaurants
263,Kintaro Ramen,3.5,673,$,Ramen#Noodles,West End,"788 Denman Street#Vancouver, BC V6G 2L5#Canada",(604) 682-7568,/biz/kintaro-ramen-vancouver?osq=Restaurants
264,LIFT Bar Grill View,3.5,170,$$$,Seafood#Bars,Coal Harbour,"333 Menchions Mews#Vancouver, BC V6G 3H5#Canada",(604) 689-5438,/biz/lift-bar-grill-view-vancouver?osq=Restaurants
265,Wang’s Shanghai Cuisine,4.0,50,$,Soup#Chinese,"Killarney, Renfrew-Collingwood","3328 Kingsway#Vancouver, BC V5T 5L1#Canada",(604) 428-6818,/biz/wangs-shanghai-cuisine-vancouver?osq=Restaurants
266,City Side Winery,4.5,15,$$,Wine Tasting Room#Tapas/Small Plates#Lounges,Mount Pleasant,"328 W 2nd Avenue#Vancouver, BC V5Y 1C8#Canada",(604) 428-6072,/biz/city-side-winery-vancouver-2?osq=Restaurants
267,Mean Poutine,4.0,160,$,Hot Dogs#Fast Food#Poutineries,"Downtown, Granville Entertainment District","718 Nelson Street#Vancouver, BC V6Z 1A8#Canada",(604) 568-4351,/biz/mean-poutine-vancouver?osq=Restaurants
268,Tatsu Japanese Bistro,4.0,125,$$,Japanese#Sushi Bars,"Grandview-Woodlands, The Drive","1441 Commercial Drive#Vancouver, BC V5L 3X8#Canada",(604) 558-2285,/biz/tatsu-japanese-bistro-vancouver-3?osq=Restaurants
269,The Paper Crane,5.0,6,Null,Cafes,Mount Pleasant,"531 E Broadway#Vancouver, BC V5T 1X4#Canada",(236) 888-8579,/biz/the-paper-crane-vancouver-2?osq=Restaurants
270,Prontino,4.0,15,$$,"Cocktail Bars#Italian#Beer, Wine & Spirits","South Cambie, Riley Park","3475 Cambie Street#Vancouver, BC V5Z 2W7#Canada",(604) 722-9331,/biz/prontino-vancouver-2?osq=Restaurants
271,Poke Time,4.0,185,$$,Japanese#Hawaiian#Sushi Bars,West End,"1258 Robson Street#Vancouver, BC V6E 1C2#Canada",(778) 379-7187,/biz/poke-time-vancouver-2?osq=Restaurants
272,Dock Lunch,4.0,17,$$,Southern,Mount Pleasant,"152 E 11th Avenue#Vancouver, BC V5T 2C2#Canada",(604) 879-3625,/biz/dock-lunch-vancouver?osq=Restaurants
273,Memphis Blues Barbeque House,4.0,125,$$,Barbeque,"Fairview Slopes, South Granville","1465 W Broadway#Vancouver, BC V6H 1H6#Canada",(604) 738-6806,/biz/memphis-blues-barbeque-house-vancouver?osq=Restaurants
274,Yolk’s Restaurant And Commissary,4.0,265,$$,Breakfast & Brunch,"Strathcona, Downtown Eastside","1298 E Hastings Street#Vancouver, BC V6A 1S6#Canada",(604) 428-9655,/biz/yolks-restaurant-and-commissary-vancouver?osq=Restaurants
275,El Pulgarcito,4.0,68,$,Mexican#Salvadoran,Hastings-Sunrise,"2522 E Hastings Street#Vancouver, BC V5K 1Z3#Canada",(604) 568-8591,/biz/el-pulgarcito-vancouver?osq=Restaurants
276,Hubbub,4.0,194,$,Sandwiches#Salad#Soup,Downtown,"859 Hornby Street#Vancouver, BC V6Z 1T9#Canada",(604) 568-3398,/biz/hubbub-vancouver-3?osq=Restaurants
277,Breka Bakery &amp; Cafe,4.0,145,$,Cafes#Bakeries#Patisserie/Cake Shop,West End,"812 Bute Street#Vancouver, BC V6E 1Y4#Canada",(604) 620-8200,/biz/breka-bakery-and-cafe-vancouver-2?osq=Restaurants
278,Pho Goodness,4.0,129,$,Vietnamese#Noodles,West End,"1150 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 568-3253,/biz/pho-goodness-vancouver-2?osq=Restaurants
279,Mikan Cafe,4.5,12,$$,Desserts#Poutineries#Sandwiches,Mount Pleasant,"670 E Broadway#Vancouver, BC V5T 1X6#Canada",(778) 379-1255,/biz/mikan-cafe-vancouver?osq=Restaurants
280,Beijiang Restaurant,4.0,19,$$,Chinese,"Killarney, Renfrew-Collingwood","3281 Kingsway#Vancouver, BC V5R 5K4#Canada",(604) 725-7887,/biz/beijiang-restaurant-vancouver?osq=Restaurants
281,Straight Outta Brooklyn NYC Pizzeria,4.0,112,$,Pizza#Italian,Downtown,"350 Robson Street#Vancouver, BC V6B 2B2#Canada",(604) 559-3500,/biz/straight-outta-brooklyn-nyc-pizzeria-vancouver?osq=Restaurants
282,Russet Shack,4.0,23,$,British#Irish#Fast Food,"Downtown, Yaletown","288 Robson street#Vancouver, BC V6B 6A1#Canada",(604) 683-0374,/biz/russet-shack-vancouver?osq=Restaurants
283,Minerva Restaurant,4.0,49,$$,Pizza#Barbeque#Salad,"Kerrisdale, Arbutus Ridge","2411 W 41st Avenue#Vancouver, BC V6M 2A5#Canada",(604) 263-1774,/biz/minerva-restaurant-vancouver?osq=Restaurants
284,Men-No Kura,4.0,64,$$,Ramen#Noodles,West End,"1773 Robson Street#Vancouver, BC V6G 1C9#Canada",(778) 379-5872,/biz/men-no-kura-vancouver-3?osq=Restaurants
285,Sumac Cafe,4.5,17,$$,Mediterranean,West End,"1230 Davie Street#Vancouver, BC V6E 1N3#Canada",(604) 336-0256,/biz/sumac-cafe-vancouver?osq=Restaurants
286,Royal Dinette,4.0,60,$$$,French,Downtown,"905 Dunsmuir Street#Vancouver, BC V6C 1A8#Canada",(604) 974-8077,/biz/royal-dinette-vancouver?osq=Restaurants
287,Nightingale,4.0,115,$$$,Live/Raw Food#Canadian (New),"Coal Harbour, Downtown","1017 West Hastings Street#Vancouver, BC V6E 0C4#Canada",(604) 695-9500,/biz/nightingale-vancouver?osq=Restaurants
288,Sushi Taku,4.0,33,$$,Japanese#Sushi Bars,Renfrew-Collingwood,"4902 Joyce Street#Vancouver, BC V5R 4G6#Canada",(604) 454-1023,/biz/sushi-taku-vancouver-2?osq=Restaurants
289,Virtuous Pie,4.5,80,$$,Pizza#Vegan#Ice Cream & Frozen Yogurt,Chinatown,"583 Main Street#Vancouver, BC V6A 2V1#Canada",(604) 620-0060,/biz/virtuous-pie-vancouver?osq=Restaurants
290,The Diner,4.0,36,$$,Diners#Seafood#British,Point Grey,"4556 10th Avenue W#Vancouver, BC V6R 2J1#Canada",(604) 224-1912,/biz/the-diner-vancouver?osq=Restaurants
291,Rosemary Rocksalt,4.0,104,$,Bagels#Breakfast & Brunch#Sandwiches,Mount Pleasant,"2515 Main Street#Vancouver, BC V5T 3E5#Canada",(604) 874-4570,/biz/rosemary-rocksalt-vancouver-2?osq=Restaurants
292,House of Dosas,4.0,289,$$,Indian,Kensington-Cedar Cottage,"1391 Kingsway#Vancouver, BC V5V 3E3#Canada",(604) 875-1283,/biz/house-of-dosas-vancouver-2?osq=Restaurants
293,TAPshack - Coal Harbour,3.5,23,$$,Canadian (New),"Coal Harbour, Downtown","1199 W Cordova Street#Vancouver, BC V6E 4R5#Canada",(604) 687-6455,/biz/tapshack-coal-harbour-vancouver?osq=Restaurants
294,Adesso Bistro,4.0,108,$$$,Italian#Cocktail Bars,West End,"1906 Haro Street#Vancouver, BC V6G 1H7#Canada",(604) 568-9975,/biz/adesso-bistro-vancouver?osq=Restaurants
295,Pepper Lunch,3.5,39,$$,Japanese#Steakhouses,Fairview Slopes,"2323 Cambie Street#Vancouver, BC V5Z 2T9#Canada",(778) 379-5138,/biz/pepper-lunch-vancouver-2?osq=Restaurants
296,The Park at English Bay,3.5,34,$$,Gastropubs,West End,"1755 Davie Street#Vancouver, BC V6G 1W5#Canada",(604) 682-1831,/biz/the-park-at-english-bay-vancouver?osq=Restaurants
297,Aer Cafe,4.5,13,$,Cafes,Grandview-Woodlands,"2263 E Hastings Street#Vancouver, BC V5L 1V3#Canada",(604) 258-8749,/biz/aer-cafe-vancouver?osq=Restaurants
298,Marulilu Cafe,4.0,187,$,Japanese#Breakfast & Brunch#Cafes,Mount Pleasant,"451 W Broadway#Vancouver, BC V5Y 1R4#Canada",(604) 568-4211,/biz/marulilu-cafe-vancouver?osq=Restaurants
299,Hy’s Steakhouse &amp; Cocktail Bar,4.0,197,$$$$,Steakhouses#Cocktail Bars#Seafood,Downtown,"637 Hornby Street#Vancouver, BC V6C 2G3#Canada",(604) 683-7671,/biz/hys-steakhouse-and-cocktail-bar-vancouver-3?osq=Restaurants
300,Kahve Cafe By Enflux,4.5,16,$,Cafes#Coffee Roasteries#Breakfast & Brunch,Kitsilano,"1822 W 1st Avenue#Vancouver, BC V6J 1G5#Canada",(604) 222-9002,/biz/kahve-cafe-by-enflux-vancouver?osq=Restaurants
301,The Ramen Butcher,3.5,213,$$,Ramen#Noodles,"Chinatown, Strathcona","223 E Georgia Street#Vancouver, BC V6A 2Z9#Canada",(604) 806-4646,/biz/the-ramen-butcher-vancouver?osq=Restaurants
302,Maxim’s Restaurant,4.0,16,$$,Chinese#Asian Fusion,Chinatown,"257 Keefer St#Vancouver, BC V6A 1X6#Canada",(604) 687-0949,/biz/maxims-restaurant-vancouver?osq=Restaurants
303,Sawasdee Thai Restaurant,4.0,209,$$,Thai#Salad#Seafood,Riley Park,"4250 Main Street#Vancouver, BC V5V 3P9#Canada",(604) 876-4030,/biz/sawasdee-thai-restaurant-vancouver?osq=Restaurants
304,Dang Anh Cafe,4.5,14,$,Vietnamese,Kensington-Cedar Cottage,"5186 Victoria Drive#Vancouver, BC V5P 3V3#Canada",(778) 379-7977,/biz/dang-anh-cafe-vancouver?osq=Restaurants
305,The Northern Cafe &amp; Grill,4.5,22,$,American (Traditional),Fraserview,"1640 East Kent Avenue#Vancouver, BC V5P 2S7#Canada",(604) 313-8118,/biz/the-northern-cafe-and-grill-vancouver?osq=Restaurants
306,Catch 122,4.0,305,$$,Breakfast & Brunch#Canadian (New),"Downtown, Downtown Eastside","122 W Hastings Street#Vancouver, BC V6B 1G8#Canada",(604) 731-3474,/biz/catch-122-vancouver?osq=Restaurants
307,Burdock,3.5,111,$$,Tapas Bars#French,Mount Pleasant,"2702 Main Street#Vancouver, BC V5T 3E8#Canada",(604) 879-0077,/biz/burdock-vancouver?osq=Restaurants
308,Falafel Cafe,4.5,48,$,Mediterranean,Kensington-Cedar Cottage,"1385 Kingsway#Vancouver, BC V5V 4Y6#Canada",(604) 428-4721,/biz/falafel-cafe-vancouver-5?osq=Restaurants
309,Hitoe Sushi Japanese Restaurant,4.0,133,$$,Japanese#Sushi Bars#Gluten-Free,Kitsilano,"3347 W 4th Avenue#Vancouver, BC V6R 1N6#Canada",(778) 371-4619,/biz/hitoe-sushi-japanese-restaurant-vancouver?osq=Restaurants
310,Gigi Blin,4.5,37,$,Cafes#Coffee & Tea#Bakeries,Marpole,"1400 W 70th Avenue#Vancouver, BC V6P 2Z2#Canada",,/biz/gigi-blin-vancouver-2?osq=Restaurants
311,Canra Srilankan Cuisine,4.5,100,$,Sri Lankan,Downtown,"88 W Pender Street#Vancouver, BC V6B 6N9#Canada",(604) 568-3545,/biz/canra-srilankan-cuisine-vancouver-2?osq=Restaurants
312,East Is East,4.0,205,$$,Indian#Afghan,Kitsilano,"3243 W Broadway#Vancouver, BC V6K 2H5#Canada",(604) 734-5881,/biz/east-is-east-vancouver?osq=Restaurants
313,Yek O Yek,4.0,33,$,Middle Eastern#Delis#Persian/Iranian,Mount Pleasant,"3046 Main Street#Vancouver, BC V5T 3G5#Canada",(604) 877-0139,/biz/yek-o-yek-vancouver-2?osq=Restaurants
314,Heart Stock Noodle &amp; Tea,3.5,26,$,Vietnamese#Desserts#Tea Rooms,"Granville Island/False Creek, Fairview Slopes","1542 W 2nd Avenue#Vancouver, BC V6J 1H2#Canada",(604) 563-6580,/biz/heart-stock-noodle-and-tea-vancouver?osq=Restaurants
315,Lost + Found Café,4.5,82,$,Cafes#Coffee & Tea#Sandwiches,"Downtown, Downtown Eastside","33 W Hastings Street#Vancouver, BC V6B 1G4#Canada",(604) 559-7444,/biz/lost-found-caf%C3%A9-vancouver?osq=Restaurants
316,WildTale Coastal Grill,3.5,112,$$,Canadian (New)#Seafood,"Downtown, Yaletown","1079 Mainland Street#Vancouver, BC V6B#Canada",(604) 428-9211,/biz/wildtale-coastal-grill-vancouver?osq=Restaurants
317,JINYA Ramen Bar,3.5,90,$$,Ramen,"Kerrisdale, Arbutus Ridge","2129 West 41st Ave#Vancouver, BC V6M 1Z6#Canada",(778) 379-8889,/biz/jinya-ramen-bar-vancouver-2?osq=Restaurants
318,Kimu Japanese Cuisine,4.0,50,$$,Japanese#Sushi Bars,Renfrew-Collingwood,"4441 Boundary Road#Vancouver, BC V5R 2N3#Canada",(604) 563-0722,/biz/kimu-japanese-cuisine-vancouver-4?osq=Restaurants
319,Nicli Antica Pizzeria,4.0,291,$$,Italian#Pizza,"Downtown, Gastown","62 E Cordova Street#Vancouver, BC V6A 1K2#Canada",(604) 669-6985,/biz/nicli-antica-pizzeria-vancouver?osq=Restaurants
320,Toko Foods,3.5,30,$,Chinese#Asian Fusion,Mount Pleasant,"223 W 7th Avenue#Vancouver, BC V5Y 1L9#Canada",(604) 879-0701,/biz/toko-foods-vancouver?osq=Restaurants
321,Trafiq Cafe &amp; Bakery,4.5,137,$$,Cafes#Bakeries#Coffee & Tea,Riley Park,"4216 Main Street#Vancouver, BC V5V 3R1#Canada",(604) 648-2244,/biz/trafiq-cafe-and-bakery-vancouver-2?osq=Restaurants
322,Haru Korean Kitchen,3.5,22,$$,Korean,"Downtown, Gastown","324 Cambie Street#Vancouver, BC V6B 2N3#Canada",(778) 379-9488,/biz/haru-korean-kitchen-vancouver?osq=Restaurants
323,The Morrissey Pub,4.0,134,$$,Pubs#Irish,"Downtown, Granville Entertainment District","1227 Granville Street#Vancouver, BC V6Z 1M5#Canada",(604) 682-0909,/biz/the-morrissey-pub-vancouver?osq=Restaurants
324,A Bread Affair,4.0,37,$,Bakeries#Sandwiches,Granville Island/False Creek,"1680 Johnston Street#Vancouver, BC V6H 3S2#Canada",(604) 695-0000,/biz/a-bread-affair-vancouver?osq=Restaurants
325,Off the Tracks Espresso Bar and Bistro,4.0,25,$$,Cafes#Coffee & Tea#Breakfast & Brunch,Granville Island/False Creek,"1363 Railspur Alley#Vancouver, BC V6H 3R7#Canada",(604) 689-8700,/biz/off-the-tracks-espresso-bar-and-bistro-vancouver?osq=Restaurants
326,Calabash Bistro,4.0,227,$$,Caribbean,Downtown Eastside,"428 Carrall Street#Vancouver, BC V6B 2J7#Canada",(604) 568-5882,/biz/calabash-bistro-vancouver?osq=Restaurants
327,The Bakeshop,5.0,22,$$,Bakeries#Desserts#Sandwiches,Arbutus Ridge,"4021 MacDonald Street#Vancouver, BC V6L 2N8#Canada",(604) 738-4228,/biz/the-bakeshop-vancouver?osq=Restaurants
328,Peaked Pies,4.5,42,$,Australian#Bakeries#Fast Food,West End,"975 Denman Street#Vancouver, BC V6G#Canada",(778) 379-5612,/biz/peaked-pies-vancouver?osq=Restaurants
329,Nuba Mount Pleasant,3.5,111,$$,Mediterranean#Lebanese,Mount Pleasant,"146 E 3rd Avenue#Vancouver, BC V5T 1C8#Canada",(604) 568-6727,/biz/nuba-mount-pleasant-vancouver?osq=Restaurants
330,Barra 41,4.5,10,$$,Mediterranean#Cocktail Bars#Salad,"Kerrisdale, Arbutus Ridge","2407 W 41st Avenue#Vancouver, BC V6M 2A5#Canada",(604) 263-1774,/biz/barra-41-vancouver?osq=Restaurants
331,Tokyo Thyme,4.0,53,$$,Japanese#Sushi Bars,"Kerrisdale, Arbutus Ridge","5405 West Boulevard#Vancouver, BC V6M 3W5#Canada",(604) 263-3262,/biz/tokyo-thyme-vancouver?osq=Restaurants
332,La Grotta Del Formaggio,4.5,131,$,Delis#Sandwiches#Italian,"Grandview-Woodlands, The Drive","1791 Commercial Drive#Vancouver, BC V5N 4A4#Canada",(604) 255-3911,/biz/la-grotta-del-formaggio-vancouver?osq=Restaurants
333,Banana Leaf,3.5,171,$$,Malaysian#Singaporean,Fairview Slopes,"820 W Broadway#Vancouver, BC V5Z 1J8#Canada",(604) 731-6333,/biz/banana-leaf-vancouver-5?osq=Restaurants
334,Le Petit Saigon,4.0,146,$,Vietnamese#Noodles,Hastings-Sunrise,"2783 Hastings Street E#Vancouver, BC V5K 1Z8#Canada",(604) 251-6340,/biz/le-petit-saigon-vancouver?osq=Restaurants
335,Sushi By Yuji,4.0,83,$$,Japanese#Sushi Bars,Kensington-Cedar Cottage,"2252 Kingsway#Vancouver, BC V5N 2T7#Canada",(604) 434-0003,/biz/sushi-by-yuji-vancouver?osq=Restaurants
336,Yama Sushi,4.0,32,$,Sushi Bars#Japanese,Lynn Valley,"1232 Ross Road#Vancouver, BC V7K 1C7#Canada",(604) 988-0082,/biz/yama-sushi-vancouver?osq=Restaurants
337,Zabu Chicken,3.0,138,$$,Korean#Chicken Wings,West End,"1635 Robson Street#Vancouver, BC V6G 1C8#Canada",(604) 602-0021,/biz/zabu-chicken-vancouver?osq=Restaurants
338,Maruyama,4.5,17,$$$,Sushi Bars#Japanese,Renfrew-Collingwood,"3883 Rupert Street#Vancouver, BC V5R 2G7#Canada",(604) 569-2198,/biz/maruyama-vancouver?osq=Restaurants
339,The Naam,3.5,457,$$,Vegetarian#Burgers#Mexican,Kitsilano,"2724 W 4th Avenue#Vancouver, BC V6K 1R1#Canada",(604) 738-7151,/biz/the-naam-vancouver-2?osq=Restaurants
340,Bacchus Restaurant &amp; Lounge,4.0,99,$$$,French#Lounges,Downtown,"845 Hornby Street#Vancouver, BC V6Z 1T9#Canada",(604) 608-5319,/biz/bacchus-restaurant-and-lounge-vancouver?osq=Restaurants
341,Indian Roti Kitchen,4.5,101,$$,Indian#Vegetarian,Fairview Slopes,"2961 Cambie Street#Vancouver, BC V5Z 2V7#Canada",(604) 876-3767,/biz/indian-roti-kitchen-vancouver?osq=Restaurants
342,West Restaurant,4.0,194,$$$$,Seafood#Canadian (New)#Steakhouses,"Fairview Slopes, South Granville","2881 Granville Street#Vancouver, BC V6H 3J4#Canada",(604) 738-8938,/biz/west-restaurant-vancouver-4?osq=Restaurants
343,Tractor Foods,4.0,45,$$,Sandwiches#Salad#Soup,"Coal Harbour, Downtown","335 Burrard Street#Vancouver, BC V6C 2G8#Canada",(604) 979-0500,/biz/tractor-foods-vancouver?osq=Restaurants
344,Baru Latino,4.0,91,$$$,Latin American,Point Grey,"2535 Alma Street#Vancouver, BC V6R 2C1#Canada",(604) 222-9171,/biz/baru-latino-vancouver?osq=Restaurants
345,Kofta Meatball Kitchen,4.0,21,$$,Canadian (New)#American (Traditional),"Downtown, Gastown","320 Cambie Street#Vancouver, BC V6B 2N3#Canada",(604) 688-9925,/biz/kofta-meatball-kitchen-vancouver?osq=Restaurants
346,Timber,3.0,47,$$,Canadian (New)#Comfort Food,West End,"1300 Robson Street#Vancouver, BC V6E 1C5#Canada",(604) 661-1400,/biz/timber-vancouver?osq=Restaurants
347,GOMA Sushi Takeout,4.0,41,$$,Sushi Bars#Japanese,"Shaughnessy, South Cambie","3720 Oak Street#Vancouver, BC V6H 2M3#Canada",(604) 737-7728,/biz/goma-sushi-takeout-vancouver-2?osq=Restaurants
348,Sushi Aria,4.0,60,$$,Sushi Bars,Riley Park,"4018 Cambie Street#Vancouver, BC V5Y 0L9#Canada",(604) 428-2742,/biz/sushi-aria-vancouver?osq=Restaurants
349,The Vancouver Fish Company,3.0,77,$$,Seafood#Bars,Granville Island/False Creek,"1517 Anderson St#Vancouver, BC V6H#Canada",(604) 559-3474,/biz/the-vancouver-fish-company-vancouver-3?osq=Restaurants
350,Octopus Garden,4.0,88,$$$,Japanese#Sushi Bars,Kitsilano,"1995 Cornwall Avenue#Vancouver, BC V6J 1C9#Canada",(604) 734-8971,/biz/octopus-garden-vancouver?osq=Restaurants
351,Hooked Poke Bar,4.0,30,$$,Seafood#Gluten-Free#Vegan,Downtown,"995 Hornby Street#Vancouver, BC V6Z 3G5#Canada",(604) 565-7653,/biz/hooked-poke-bar-vancouver?osq=Restaurants
352,Big Bowl Rice,3.5,12,$,Taiwanese#Noodles,Downtown,"505 Dunsmuir Street#Vancouver, BC V6B 1Y4#Canada",(604) 620-8038,/biz/big-bowl-rice-vancouver?osq=Restaurants
353,Takis Taverna,4.0,93,$$,Greek,West End,"1106 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 682-1336,/biz/takis-taverna-vancouver?osq=Restaurants
354,Sushi Bar Maumi,4.5,82,$$$,Japanese#Sushi Bars,West End,"1226 Bute Street#Vancouver, BC V6E 1Z8#Canada",(604) 609-2286,/biz/sushi-bar-maumi-vancouver?osq=Restaurants
355,Melville Cafe,4.5,14,$,Salad#Soup#Sandwiches,Downtown,"1170 Melville Street#Vancouver, BC V6E 4P6#Canada",(604) 681-9997,/biz/melville-cafe-vancouver-7?osq=Restaurants
356,Smithe Salad,5.0,37,$,Juice Bars & Smoothies#Salad#Soup,"Downtown, Yaletown","191 Smithe Street#Vancouver, BC V6B 4Z8#Canada",(778) 379-9382,/biz/smithe-salad-vancouver?osq=Restaurants
357,Koala Kebabs Donairs,4.5,43,$,Donairs#Halal#Turkish,Downtown,"519 W Pender Street#Vancouver, BC V6B 1V5#Canada",(604) 569-0052,/biz/koala-kebabs-donairs-vancouver?osq=Restaurants
358,Devil’s Elbow Ale &amp; Smoke House,3.5,110,$$,Gastropubs,Downtown,"562 Beatty Street#Vancouver, BC V6B 2L3#Canada",(604) 559-0611,/biz/devils-elbow-ale-and-smoke-house-vancouver?osq=Restaurants
359,Sushi Wow,4.0,38,$,Japanese#Sushi Bars,Marpole,"8273 Granville Street#Vancouver, BC V6P#Canada",(604) 261-8112,/biz/sushi-wow-vancouver?osq=Restaurants
360,The Kitchen,3.5,17,$$,Korean,Point Grey,"2620 Sasamat Street#Vancouver, BC V6R 2J1#Canada",(604) 261-5353,/biz/the-kitchen-vancouver-2?osq=Restaurants
361,Talay Thai Restaurant,4.0,64,$$,Thai,Marpole,"8369 Granville St#Vancouver, BC V6P 4Z8#Canada",(604) 568-2012,/biz/talay-thai-restaurant-vancouver?osq=Restaurants
362,Dodo sushi,5.0,5,Null,Japanese,Point Grey,"4443 W 10th Avenue#Vancouver, BC V6R 2H8#Canada",(604) 221-8080,/biz/dodo-sushi-vancouver?osq=Restaurants
363,MDG Ma Dang Goul,3.5,120,$$,Korean,West End,"847 Denman Street#Vancouver, BC V6G 2L7#Canada",(604) 688-3585,/biz/mdg-ma-dang-goul-vancouver?osq=Restaurants
364,Bridges Restaurant,2.5,211,$$$,Seafood#American (Traditional),Granville Island/False Creek,"1696 Duranleau Street#Vancouver, BC V6H 3S4#Canada",(604) 687-4400,/biz/bridges-restaurant-vancouver?osq=Restaurants
365,King’s Cafe,4.5,18,$,Wine Bars#Cafes,Kensington-Cedar Cottage,"2223 Kingsway#Vancouver, BC V5N 2T6#Canada",(604) 434-5764,/biz/kings-cafe-vancouver-3?osq=Restaurants
366,Deja Brew,4.5,31,$$,Coffee & Tea#Soup#Sandwiches,Fairview Slopes,"943 W Broadway#Vancouver, BC V5Z 4E1#Canada",(604) 558-3113,/biz/deja-brew-vancouver?osq=Restaurants
367,Chef Hung Taiwanese Beef Noodle,3.0,38,$$,Taiwanese#Chinese#Noodles,UBC,"3313 Shrum Lane#Vancouver, BC V6S 0C8#Canada",(604) 228-8765,/biz/chef-hung-taiwanese-beef-noodle-vancouver-3?osq=Restaurants
368,Paul’s Omelettery Restaurant,4.0,208,$$,Breakfast & Brunch#Diners#Comfort Food,"Fairview Slopes, South Granville","2211 Granville Street#Vancouver, BC V6H 3G1#Canada",(604) 737-2857,/biz/pauls-omelettery-restaurant-vancouver?osq=Restaurants
369,The Farmer’s Apprentice,3.5,139,$$$,French#Asian Fusion,"Fairview Slopes, South Granville","1535 W 6th Avenue#Vancouver, BC V6H 3G1#Canada",(604) 620-2070,/biz/the-farmers-apprentice-vancouver?osq=Restaurants
370,Fliptop Filipino Fusion,4.5,32,$,Food Trucks#Filipino,"Fairview Slopes, South Granville","Granville St and W 10th Ave#Vancouver, BC V6H#Canada",(778) 986-3547,/biz/fliptop-filipino-fusion-vancouver?osq=Restaurants
371,Au Petit Café,4.0,177,$,Vietnamese#Sandwiches,Riley Park,"4851 Main Street#Vancouver, BC V5V 3R9#Canada",(604) 873-3328,/biz/au-petit-caf%C3%A9-vancouver-2?osq=Restaurants
372,Lin Chinese Cuisine And Tea House,3.5,175,$$,Chinese,"Fairview Slopes, South Granville","1537 W Broadway#Vancouver, BC V6J 1W6#Canada",(604) 733-9696,/biz/lin-chinese-cuisine-and-tea-house-vancouver?osq=Restaurants
373,Landmark Hotpot House,4.0,80,$$$,Chinese#Hot Pot,South Cambie,"4023 Cambie Street#Vancouver, BC V5Z 2X9#Canada",(604) 872-2868,/biz/landmark-hotpot-house-vancouver?osq=Restaurants
374,The Yale Saloon,3.5,34,$$,Barbeque#Bars#Dance Clubs,"Downtown, Granville Entertainment District","1300 Granville Street#Vancouver, BC V6Z 1M7#Canada",(604) 428-9253,/biz/the-yale-saloon-vancouver?osq=Restaurants
375,Ki-Isu Japanese Restaurant,5.0,2,Null,Japanese,Downtown,"530 Hornby Street#Vancouver, BC V6C 3B6#Canada",(604) 558-3116,/biz/ki-isu-japanese-restaurant-vancouver-2?osq=Restaurants
376,Trattoria Kitchen,3.5,188,$$,Italian,Kitsilano,"1850 W 4th Avenue#Vancouver, BC V6J 1M3#Canada",(604) 732-1441,/biz/trattoria-kitchen-vancouver?osq=Restaurants
377,Chickpea Food Truck,4.5,35,$,Food Trucks#Mediterranean#Vegetarian,Downtown,"884 W Cordova Street#Vancouver, BC V6C#Canada",(778) 385-2382,/biz/chickpea-food-truck-vancouver?osq=Restaurants
378,Tap &amp; Barrel - Convention Centre,3.5,182,$$,Comfort Food,"Coal Harbour, Downtown","1055 Canada Place#Vancouver, BC V6C 0C3#Canada",(604) 235-9827,/biz/tap-and-barrel-convention-centre-vancouver?osq=Restaurants
379,Guu Garden,3.5,170,$$,Japanese#Tapas/Small Plates,Downtown,"888 Nelson Street#Vancouver, BC V6Z 2H2#Canada",(604) 899-0855,/biz/guu-garden-vancouver?osq=Restaurants
