Id,Name,Rating,Review Count,Price,Style,Neighborhood,Address,Phone Number
343,The Sandbar Seafood Restaurant,3.5,435,$$$,Seafood#Sushi Bars#Music Venues,Granville Island/False Creek,"1535 Johnston Street#Vancouver, BC V6H 3R9#Canada",(604) 669-9030
344,Russet Shack,4.0,23,$,British#Irish#Fast Food,"Downtown, Yaletown","288 Robson street#Vancouver, BC V6B 6A1#Canada",(604) 683-0374
345,Green Leaf Sushi,4.0,180,$$,Sushi Bars#Japanese,Kitsilano,"3416 W Broadway#Vancouver, BC V6R 2B3#Canada",(604) 568-9406
346,Catch 122,4.0,305,$$,Breakfast & Brunch#Canadian (New),"Downtown, Downtown Eastside","122 W Hastings Street#Vancouver, BC V6B 1G8#Canada",(604) 731-3474
347,WildTale Coastal Grill,3.5,112,$$,Canadian (New)#Seafood,"Downtown, Yaletown","1079 Mainland Street#Vancouver, BC V6B#Canada",(604) 428-9211
348,Shiro,4.0,177,$$,Japanese#Sushi Bars,Fairview Slopes,"3096 Cambie Street#Vancouver, BC V5Z 2V9#Canada",(604) 874-0027
349,Aotoya Japanese Restaurant,4.0,46,$$,Japanese,Fraserview,"6543 Victoria Drive#Vancouver, BC V5P 3X9#Canada",(604) 327-1158
350,Maxim’s Restaurant,4.0,16,$$,Chinese#Asian Fusion,Chinatown,"257 Keefer St#Vancouver, BC V6A 1X6#Canada",(604) 687-0949
351,Sawasdee Thai Restaurant,4.0,209,$$,Thai#Salad#Seafood,Riley Park,"4250 Main Street#Vancouver, BC V5V 3P9#Canada",(604) 876-4030
352,Dang Anh Cafe,4.5,14,$,Vietnamese,Kensington-Cedar Cottage,"5186 Victoria Drive#Vancouver, BC V5P 3V3#Canada",(778) 379-7977
353,The Northern Cafe &amp; Grill,4.5,22,$,American (Traditional),Fraserview,"1640 East Kent Avenue#Vancouver, BC V5P 2S7#Canada",(604) 313-8118
354,Catch 122,4.0,305,$$,Breakfast & Brunch#Canadian (New),"Downtown, Downtown Eastside","122 W Hastings Street#Vancouver, BC V6B 1G8#Canada",(604) 731-3474
355,Burdock,3.5,111,$$,Tapas Bars#French,Mount Pleasant,"2702 Main Street#Vancouver, BC V5T 3E8#Canada",(604) 879-0077
356,Falafel Cafe,4.5,48,$,Mediterranean,Kensington-Cedar Cottage,"1385 Kingsway#Vancouver, BC V5V 4Y6#Canada",(604) 428-4721
357,Hitoe Sushi Japanese Restaurant,4.0,133,$$,Japanese#Sushi Bars#Gluten-Free,Kitsilano,"3347 W 4th Avenue#Vancouver, BC V6R 1N6#Canada",(778) 371-4619
358,Gigi Blin,4.5,37,$,Cafes#Coffee & Tea#Bakeries,Marpole,"1400 W 70th Avenue#Vancouver, BC V6P 2Z2#Canada",
359,Canra Srilankan Cuisine,4.5,100,$,Sri Lankan,Downtown,"88 W Pender Street#Vancouver, BC V6B 6N9#Canada",(604) 568-3545
360,East Is East,4.0,205,$$,Indian#Afghan,Kitsilano,"3243 W Broadway#Vancouver, BC V6K 2H5#Canada",(604) 734-5881
361,Yek O Yek,4.0,33,$,Middle Eastern#Delis#Persian/Iranian,Mount Pleasant,"3046 Main Street#Vancouver, BC V5T 3G5#Canada",(604) 877-0139
362,Heart Stock Noodle &amp; Tea,3.5,26,$,Vietnamese#Desserts#Tea Rooms,"Granville Island/False Creek, Fairview Slopes","1542 W 2nd Avenue#Vancouver, BC V6J 1H2#Canada",(604) 563-6580
363,Lost + Found Café,4.5,82,$,Cafes#Coffee & Tea#Sandwiches,"Downtown, Downtown Eastside","33 W Hastings Street#Vancouver, BC V6B 1G4#Canada",(604) 559-7444
364,WildTale Coastal Grill,3.5,112,$$,Canadian (New)#Seafood,"Downtown, Yaletown","1079 Mainland Street#Vancouver, BC V6B#Canada",(604) 428-9211
365,JINYA Ramen Bar,3.5,90,$$,Ramen,"Kerrisdale, Arbutus Ridge","2129 West 41st Ave#Vancouver, BC V6M 1Z6#Canada",(778) 379-8889
366,Kimu Japanese Cuisine,4.0,50,$$,Japanese#Sushi Bars,Renfrew-Collingwood,"4441 Boundary Road#Vancouver, BC V5R 2N3#Canada",(604) 563-0722
367,Nicli Antica Pizzeria,4.0,291,$$,Italian#Pizza,"Downtown, Gastown","62 E Cordova Street#Vancouver, BC V6A 1K2#Canada",(604) 669-6985
368,Toko Foods,3.5,30,$,Chinese#Asian Fusion,Mount Pleasant,"223 W 7th Avenue#Vancouver, BC V5Y 1L9#Canada",(604) 879-0701
369,Trafiq Cafe &amp; Bakery,4.5,137,$$,Cafes#Bakeries#Coffee & Tea,Riley Park,"4216 Main Street#Vancouver, BC V5V 3R1#Canada",(604) 648-2244
370,Haru Korean Kitchen,3.5,21,$$,Korean,"Downtown, Gastown","324 Cambie Street#Vancouver, BC V6B 2N3#Canada",(778) 379-9488
371,The Morrissey Pub,4.0,134,$$,Pubs#Irish,"Downtown, Granville Entertainment District","1227 Granville Street#Vancouver, BC V6Z 1M5#Canada",(604) 682-0909
372,A Bread Affair,4.0,37,$,Bakeries#Sandwiches,Granville Island/False Creek,"1680 Johnston Street#Vancouver, BC V6H 3S2#Canada",(604) 695-0000
373,Off the Tracks Espresso Bar and Bistro,4.0,25,$$,Cafes#Coffee & Tea#Breakfast & Brunch,Granville Island/False Creek,"1363 Railspur Alley#Vancouver, BC V6H 3R7#Canada",(604) 689-8700
374,Calabash Bistro,4.0,227,$$,Caribbean,Downtown Eastside,"428 Carrall Street#Vancouver, BC V6B 2J7#Canada",(604) 568-5882
375,The Bakeshop,5.0,22,$$,Bakeries#Desserts#Sandwiches,Arbutus Ridge,"4021 MacDonald Street#Vancouver, BC V6L 2N8#Canada",(604) 738-4228
376,Peaked Pies,4.5,42,$,Australian#Bakeries#Fast Food,West End,"975 Denman Street#Vancouver, BC V6G#Canada",(778) 379-5612
377,Nuba Mount Pleasant,3.5,111,$$,Mediterranean#Lebanese,Mount Pleasant,"146 E 3rd Avenue#Vancouver, BC V5T 1C8#Canada",(604) 568-6727
378,Barra 41,4.5,10,$$,Mediterranean#Cocktail Bars#Salad,"Kerrisdale, Arbutus Ridge","2407 W 41st Avenue#Vancouver, BC V6M 2A5#Canada",(604) 263-1774
379,Tokyo Thyme,4.0,52,$$,Japanese#Sushi Bars,"Kerrisdale, Arbutus Ridge","5405 West Boulevard#Vancouver, BC V6M 3W5#Canada",(604) 263-3262
380,Dixie’s BBQ,4.0,50,$$,Barbeque,Downtown Eastside,"337 E Hastings Street#Vancouver, BC V6A 1P3#Canada",(778) 379-4770
381,Harambe Restaurant,4.0,83,$$,Ethiopian#African,"Grandview-Woodlands, The Drive","2149 Commercial Drive#Vancouver, BC V5N 4B3#Canada",(604) 216-1060
382,City Side Winery,4.5,15,$$,Wine Tasting Room#Tapas/Small Plates#Lounges,Mount Pleasant,"328 W 2nd Avenue#Vancouver, BC V5Y 1C8#Canada",(604) 428-6072
383,Hoi An Cafe,4.0,68,$,Vietnamese,Kensington-Cedar Cottage,"5002 Victoria Drive#Vancouver, BC V5P 3T8#Canada",(604) 566-9283
384,Dock Lunch,4.0,17,$$,Southern,Mount Pleasant,"152 E 11th Avenue#Vancouver, BC V5T 2C2#Canada",(604) 879-3625
385,JINYA Ramen Bar,3.5,90,$$,Ramen,"Kerrisdale, Arbutus Ridge","2129 West 41st Ave#Vancouver, BC V6M 1Z6#Canada",(778) 379-8889
386,Gotham Steakhouse &amp; Bar,4.0,245,$$$$,Steakhouses#Cocktail Bars#Seafood,Downtown,"615 Seymour Street#Vancouver, BC V6B 3K3#Canada",(604) 605-8282
387,Calabash Bistro,4.0,227,$$,Caribbean,Downtown Eastside,"428 Carrall Street#Vancouver, BC V6B 2J7#Canada",(604) 568-5882
388,Aotoya Japanese Restaurant,4.0,46,$$,Japanese,Fraserview,"6543 Victoria Drive#Vancouver, BC V5P 3X9#Canada",(604) 327-1158
389,Pepper Lunch,3.5,38,$$,Japanese#Steakhouses,Fairview Slopes,"2323 Cambie Street#Vancouver, BC V5Z 2T9#Canada",(778) 379-5138
390,Tatsu Japanese Bistro,4.0,125,$$,Japanese#Sushi Bars,"Grandview-Woodlands, The Drive","1441 Commercial Drive#Vancouver, BC V5L 3X8#Canada",(604) 558-2285
391,Yama Sushi,4.0,32,$,Sushi Bars#Japanese,Lynn Valley,"1232 Ross Road#Vancouver, BC V7K 1C7#Canada",(604) 988-0082
392,Pho Goodness,4.0,128,$,Vietnamese#Noodles,West End,"1150 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 568-3253
393,Adesso Bistro,4.0,108,$$$,Italian#Cocktail Bars,West End,"1906 Haro Street#Vancouver, BC V6G 1H7#Canada",(604) 568-9975
394,Jitlada,4.0,87,$$,Thai,"Fairview Slopes, South Granville","1459 W Broadway#Vancouver, BC V6H 1H6#Canada",(604) 738-9888
395,Vij’s Restaurant,4.0,124,$$$,Indian,Mount Pleasant,"3106 Cambie Street#Vancouver, BC V5Z 2W2#Canada",(604) 736-6664
396,Hy’s Steakhouse &amp; Cocktail Bar,4.0,197,$$$$,Steakhouses#Cocktail Bars#Seafood,Downtown,"637 Hornby Street#Vancouver, BC V6C 2G3#Canada",(604) 683-7671
397,Dang Anh Cafe,4.5,14,$,Vietnamese,Kensington-Cedar Cottage,"5186 Victoria Drive#Vancouver, BC V5P 3V3#Canada",(778) 379-7977
398,Hitoe Sushi Japanese Restaurant,4.0,133,$$,Japanese#Sushi Bars#Gluten-Free,Kitsilano,"3347 W 4th Avenue#Vancouver, BC V6R 1N6#Canada",(778) 371-4619
399,Ukrainian Village,4.0,107,$$,Ukrainian,West End,"815 Denman Street#Vancouver, BC V6G 2L7#Canada",(604) 687-7440
400,The Bakeshop,5.0,22,$$,Bakeries#Desserts#Sandwiches,Arbutus Ridge,"4021 MacDonald Street#Vancouver, BC V6L 2N8#Canada",(604) 738-4228
401,Chili Pepper House,4.0,93,$$,Chinese#Asian Fusion,Renfrew-Collingwood,"3003 Kingsway#Vancouver, BC V5R 5J6#Canada",(604) 431-8633
402,Maxim’s Restaurant,4.0,16,$$,Chinese#Asian Fusion,Chinatown,"257 Keefer St#Vancouver, BC V6A 1X6#Canada",(604) 687-0949
403,Boulevard Kitchen &amp; Oyster Bar,3.5,127,$$$,Seafood#Steakhouses#Bars,Downtown,"845 Burrard Street#Vancouver, BC V6Z 2K7#Canada",(604) 642-2900
404,Ha Long Bay,4.0,108,$,Vietnamese#Noodles,Downtown,"430 W Pender Street#Vancouver, BC V6B 1T1#Canada",(604) 568-7976
405,The Naam,3.5,456,$$,Vegetarian#Burgers#Mexican,Kitsilano,"2724 W 4th Avenue#Vancouver, BC V6K 1R1#Canada",(604) 738-7151
406,Burdock,3.5,111,$$,Tapas Bars#French,Mount Pleasant,"2702 Main Street#Vancouver, BC V5T 3E8#Canada",(604) 879-0077
407,West Restaurant,4.0,194,$$$$,Seafood#Canadian (New)#Steakhouses,"Fairview Slopes, South Granville","2881 Granville Street#Vancouver, BC V6H 3J4#Canada",(604) 738-8938
408,The Kitchen,3.5,17,$$,Korean,Point Grey,"2620 Sasamat Street#Vancouver, BC V6R 2J1#Canada",(604) 261-5353
409,Nuba Mount Pleasant,3.5,111,$$,Mediterranean#Lebanese,Mount Pleasant,"146 E 3rd Avenue#Vancouver, BC V5T 1C8#Canada",(604) 568-6727
410,The Galley,3.5,28,$$,American (Traditional),Point Grey,"1300 Discovery Street#Vancouver, BC V6R 4L9#Canada",(604) 222-1331
411,King’s Cafe,4.5,18,$,Wine Bars#Cafes,Kensington-Cedar Cottage,"2223 Kingsway#Vancouver, BC V5N 2T6#Canada",(604) 434-5764
412,NSCS Discovery Cafe,4.5,12,$,American (Traditional),Point Grey,"1515 Discovery Street#Vancouver, BC V6R 4L9#Canada",(604) 356-2068
413,Hyoga Japanese Cuisine,4.0,60,$$,Japanese#Sushi Bars,"Killarney, Renfrew-Collingwood","3343 Kingsway#Vancouver, BC V5R 5K6#Canada",(604) 438-0066
414,Jasmine Flower Shanghai,5.0,Null,Null,Chinese,Marpole,"8532 Granville Street#Vancouver, BC V6P 4Z7#Canada",(604) 264-7663
415,Giardino,4.0,60,$$$,Italian,Downtown,"1328 Hornby Street#Vancouver, BC V6Z 1W5#Canada",(604) 669-2422
416,L’ufficio,4.5,3,$$$$,Wine Bars#Italian#Tapas/Small Plates,"Point Grey, Kitsilano","3687 W 4th Avenue#Vancouver, BC V6R 1P2#Canada",(604) 676-1007
417,Dosa Corner,4.0,58,$$,Indian,Sunset,"8248 Fraser Street#Vancouver, BC V5X 3X6#Canada",(604) 324-3672
418,Gigi Blin,4.5,37,$,Cafes#Coffee & Tea#Bakeries,Marpole,"1400 W 70th Avenue#Vancouver, BC V6P 2Z2#Canada",
419,Tsuki Sushi Bar,4.0,133,$$,Sushi Bars#Japanese,Downtown,"509 Abbott Street#Vancouver, BC V6B 6N7#Canada",(604) 558-3805
420,Gia Minh,4.0,24,$,Vietnamese#Noodles,Sunset,"6181 Fraser Street#Vancouver, BC V5W 2Z9#Canada",(604) 301-0281
421,The Uncommon Cafe,4.5,5,$$,Cafes#Caterers,Downtown Eastside,"477 Powell Street#Vancouver, BC V6A 1G7#Canada",(604) 254-0477
422,NOVO Pizzeria &amp; Wine Bar,4.0,90,$$,Wine Bars#Pizza#Italian,Fairview Slopes,"2118 Burrard Street#Vancouver, BC V6J 3H6#Canada",(604) 736-2220
423,King’s Cafe,4.5,18,$,Wine Bars#Cafes,Kensington-Cedar Cottage,"2223 Kingsway#Vancouver, BC V5N 2T6#Canada",(604) 434-5764
424,La Quercia,4.0,147,$$$,Italian#Wine Bars,"Point Grey, Kitsilano","3689 W 4th Avenue#Vancouver, BC V6R 1P2#Canada",(604) 676-1007
425,Havana,3.5,241,$$,Latin American#Cuban#Breakfast & Brunch,"Grandview-Woodlands, The Drive","1212 Commercial Drive#Vancouver, BC V5L 3X4#Canada",(604) 253-9119
426,La Grotta Del Formaggio,4.5,131,$,Delis#Sandwiches#Italian,"Grandview-Woodlands, The Drive","1791 Commercial Drive#Vancouver, BC V5N 4A4#Canada",(604) 255-3911
427,Soffee Café,4.5,32,$$,Coffee & Tea#Cafes,"Fairview Slopes, South Granville","1426 W 8th Avenue#Vancouver, BC V6H 1E1#Canada",(604) 736-6668
428,Salam Bombay,4.0,195,$$,Indian,Downtown,"755 Burrard Street#Vancouver, BC V6Z 1X6#Canada",(604) 681-6300
429,Prospect Point,3.5,50,$$,Cafes#Canadian (New),West End,"5601 Stanley Park Drive#Vancouver, BC V6G 1Z4#Canada",(604) 669-2737
430,Kinemi’s Kitchen,4.0,55,$$,Pizza#Italian#Asian Fusion,"Killarney, Champlain Heights","7751 Champlain Crescent#Vancouver, BC V5S 4J6#Canada",(604) 434-2868
431,Duke’s on Broadway,4.0,33,$,Sandwiches#Coffee & Tea#Juice Bars & Smoothies,Fairview Slopes,"736 W Broadway#Vancouver, BC V5Z 1G8#Canada",(604) 876-3853
432,Pho Xe Lua 24,4.0,69,$$,Vietnamese#Noodles,"South Cambie, Riley Park","3346 Cambie Street#Vancouver, BC V5Y 2A1#Canada",(604) 876-6618
433,The Kitchen Table,3.0,17,$$,Canadian (New)#Gastropubs,Kitsilano,"1618 Yew Street#Vancouver, BC V6K 3E7#Canada",(604) 738-6966
434,Tap &amp; Barrel - Olympic Village,3.0,318,$$,Comfort Food#Bars,Granville Island/False Creek,"1 Athletes Way#Vancouver, BC V5Y 0B1#Canada",(604) 685-2223
435,Afghan Horsemen Restaurant,3.5,143,$$,Afghan,Granville Island/False Creek,"1833 Anderson Street#Vancouver, BC V6H 4E5#Canada",(604) 873-5923
436,Uva Wine &amp; Cocktail Bar,4.0,133,$$,Wine Bars#Italian#Cocktail Bars,"Downtown, Granville Entertainment District","900 Seymour St#Vancouver, BC V6B 3L9#Canada",(604) 632-9560
437,Bufala,3.5,83,$$,Pizza#Italian,"Kerrisdale, Arbutus Ridge","5395 West Blvd#Vancouver, BC V6M 3W4#Canada",(604) 267-7499
438,Patisserie Lebeau,4.5,93,$$,Bakeries#Waffles#Patisserie/Cake Shop,Fairview Slopes,"1728 W 2nd Avenue#Vancouver, BC V6J 1H6#Canada",(604) 731-3528
439,Sushi By Yuji,4.0,83,$$,Japanese#Sushi Bars,Kensington-Cedar Cottage,"2252 Kingsway#Vancouver, BC V5N 2T7#Canada",(604) 434-0003
440,Paul’s Omelettery Restaurant,4.0,208,$$,Breakfast & Brunch#Diners#Comfort Food,"Fairview Slopes, South Granville","2211 Granville Street#Vancouver, BC V6H 3G1#Canada",(604) 737-2857
441,The Farmer’s Apprentice,3.5,139,$$$,French#Asian Fusion,"Fairview Slopes, South Granville","1535 W 6th Avenue#Vancouver, BC V6H 3G1#Canada",(604) 620-2070
442,Fliptop Filipino Fusion,4.5,32,$,Food Trucks#Filipino,"Fairview Slopes, South Granville","Granville St and W 10th Ave#Vancouver, BC V6H#Canada",(778) 986-3547
443,Au Petit Café,4.0,177,$,Vietnamese#Sandwiches,Riley Park,"4851 Main Street#Vancouver, BC V5V 3R9#Canada",(604) 873-3328
444,Lin Chinese Cuisine And Tea House,3.5,175,$$,Chinese,"Fairview Slopes, South Granville","1537 W Broadway#Vancouver, BC V6J 1W6#Canada",(604) 733-9696
445,Devil’s Elbow Ale &amp; Smoke House,3.5,110,$$,Gastropubs,Downtown,"562 Beatty Street#Vancouver, BC V6B 2L3#Canada",(604) 559-0611
446,Landmark Hotpot House,4.0,80,$$$,Chinese#Hot Pot,South Cambie,"4023 Cambie Street#Vancouver, BC V5Z 2X9#Canada",(604) 872-2868
447,The Yale Saloon,3.5,34,$$,Barbeque#Bars#Dance Clubs,"Downtown, Granville Entertainment District","1300 Granville Street#Vancouver, BC V6Z 1M7#Canada",(604) 428-9253
448,Ki-Isu Japanese Restaurant,5.0,2,Null,Japanese,Downtown,"530 Hornby Street#Vancouver, BC V6C 3B6#Canada",(604) 558-3116
449,Trattoria Kitchen,3.5,188,$$,Italian,Kitsilano,"1850 W 4th Avenue#Vancouver, BC V6J 1M3#Canada",(604) 732-1441
450,Molli Cafe,4.5,94,$,Coffee & Tea#Mexican,Downtown,"1225 Burrard Street#Vancouver, BC V6Z 1Z5#Canada",(604) 336-6554
451,Koala Kebabs Donairs,4.5,42,$,Donairs#Halal#Turkish,Downtown,"519 W Pender Street#Vancouver, BC V6B 1V5#Canada",(604) 569-0052
452,Hida Takayama Ramen,4.0,126,$,Ramen#Noodles,West End,"1610 Robson Street#Vancouver, BC V6G 1C7#Canada",(604) 633-1884
453,Teppan Kitchen,4.0,6,Null,Japanese#Fast Food,Downtown,"555 West Hastings Street#Vancouver, BC V6B 4N4#Canada",(778) 379-1988
454,Japadog,4.0,515,$,Hot Dogs#Food Stands,Downtown,"530 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 569-1158
455,The Arbor,4.0,43,$$,Vegetarian#Vegan,Riley Park,"3941 Main Street#Vancouver, BC V5V 3P2#Canada",(604) 620-3256
456,Al Buco,5.0,15,$$,Pizza,Hastings-Sunrise,"2638 E Hastings street#Vancouver, BC V5K 1Z6#Canada",(604) 253-0765
457,Pho Goodness,4.0,40,$$,Vietnamese#Noodles,Mount Pleasant,"3079 Main Street#Vancouver, BC V5T 3G6#Canada",(604) 620-7727
458,Cinara,4.0,36,$$$,Modern European#Tapas Bars,Downtown,"350 W Pender Street#Vancouver, BC V6B 1T1#Canada",(604) 428-9694
459,Papparoti,4.5,3,$,Cafes,Downtown,"193 Keefer Place#Vancouver, BC V6B 6C1#Canada",(604) 620-2867
460,Deja Brew,4.5,31,$$,Coffee & Tea#Soup#Sandwiches,Fairview Slopes,"943 W Broadway#Vancouver, BC V5Z 4E1#Canada",(604) 558-3113
461,Chef Hung Taiwanese Beef Noodle,3.0,38,$$,Taiwanese#Chinese#Noodles,UBC,"3313 Shrum Lane#Vancouver, BC V6S 0C8#Canada",(604) 228-8765
462,Nightingale,4.0,115,$$$,Live/Raw Food#Canadian (New),"Coal Harbour, Downtown","1017 West Hastings Street#Vancouver, BC V6E 0C4#Canada",(604) 695-9500
463,Guu Garden,3.5,170,$$,Japanese#Tapas/Small Plates,Downtown,"888 Nelson Street#Vancouver, BC V6Z 2H2#Canada",(604) 899-0855
464,Kofta Meatball Kitchen,4.0,21,$$,Canadian (New)#American (Traditional),"Downtown, Gastown","320 Cambie Street#Vancouver, BC V6B 2N3#Canada",(604) 688-9925
465,ZAC.ZAC Japanese Curry House,4.0,55,$,Japanese#Fast Food,Downtown,"590 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 608-2887
466,Afghan Horsemen Restaurant,3.5,143,$$,Afghan,Granville Island/False Creek,"1833 Anderson Street#Vancouver, BC V6H 4E5#Canada",(604) 873-5923
467,Vij’s Restaurant,4.0,124,$$$,Indian,Mount Pleasant,"3106 Cambie Street#Vancouver, BC V5Z 2W2#Canada",(604) 736-6664
468,Mitra Canteen,4.0,53,$,Mediterranean#Halal,Mount Pleasant,"3034 Main St#Vancouver, BC V5T 3G5#Canada",(604) 874-9820
469,Shinbo Tofu,5.0,Null,Null,Japanese,Marpole,"954 Marine Drive SW#Vancouver, BC V6P 5Z2#Canada",
470,The Heatley,3.0,35,$$,Pubs#Diners,Downtown Eastside,"696 E Hastings Street#Vancouver, BC V6A 1R1#Canada",(604) 336-3958
471,Mr Shawarma,4.0,36,$,Middle Eastern#Food Trucks,Downtown,"655 Burrard Street#Vancouver, BC V6C 2R7#Canada",(604) 569-1644
472,Taste of Thai,4.0,41,$$,Thai,Kitsilano,"3629 W Broadway#Vancouver, BC V6R 3R8#Canada",(604) 568-8668
473,Guu Kobachi,4.0,55,$$,Japanese#Tapas/Small Plates,West End,"735 Denman Street#Vancouver, BC V6G 2L6#Canada",(604) 683-0735
474,Healthy Noodle House,4.5,46,$,Chinese#Noodles,Kitsilano,"2716 W 4th Avenue#Vancouver, BC V6K 3V9#Canada",(778) 371-8371
475,Basil Pasta Bar,3.5,280,$,Italian,"Downtown, Granville Entertainment District","636 Davie Street#Vancouver, BC V6B#Canada",(604) 568-3106
476,Beijiang Restaurant,4.0,19,$$,Chinese,"Killarney, Renfrew-Collingwood","3281 Kingsway#Vancouver, BC V5R 5K4#Canada",(604) 725-7887
477,Pizzeria Farina,4.0,177,$$,Pizza#Bars,"Downtown, Strathcona","915 Main Street#Vancouver, BC V6A 2V8#Canada",(604) 681-9334
478,Water80 Dim Sum,4.0,8,$,Dim Sum,Fairview Slopes,"555 W 12th Avenue#Vancouver, BC V5Z 3X7#Canada",(604) 992-9666
479,Juke,3.5,124,$$,American (Traditional)#Salad#Sandwiches,Chinatown,"182 Keefer Street#Vancouver, BC V6A 1X4#Canada",(604) 336-5853
480,Thai Basil,4.0,8,$,Thai,"Grandview-Woodlands, The Drive","1179 Commercial Drive#Vancouver, BC V5L 3X3#Canada",
481,Aotoya Japanese Restaurant,4.0,46,$$,Japanese,Fraserview,"6543 Victoria Drive#Vancouver, BC V5P 3X9#Canada",(604) 327-1158
482,Laurelle’s Fine Foods,4.0,25,$,Bakeries#Delis,Granville Island/False Creek,"1689 Johnston Street#Vancouver, BC V6H 3R9#Canada",(604) 685-8482
483,Aqua Sushi + Juice Bar,4.0,34,$$,Sushi Bars#Juice Bars & Smoothies#Gluten-Free,Mount Pleasant,"1764 Manitoba Street#Vancouver, BC V5Y 0H1#Canada",(604) 559-9766
484,Penang Delight Cafe,3.5,74,$$,Malaysian,Marpole,"1316 W 73rd Avenue#Vancouver, BC V6P 4M9#Canada",(604) 559-9898
485,Oceans 999,3.5,4,$$$,Canadian (New)#Buffets,Downtown,"999 Canada Place, Suite 300#Vancouver, BC V6C 3B5#Canada",(604) 895-2480
486,Seoul Doogbaegi,3.5,67,$$,Korean,Kensington-Cedar Cottage,"1033 Kingsway#Vancouver, BC V5V#Canada",(604) 879-1515
487,Scandilicious,4.0,76,$$,Bakeries#Scandinavian#Breakfast & Brunch,Grandview-Woodlands,"25 Victoria Drive#Vancouver, BC V5L 4C1#Canada",(604) 877-2277
488,Casa Verde Restaurant,4.0,14,$$,Portuguese,Kensington-Cedar Cottage,"3532 Commercial St#Vancouver, BC V5N 4E9#Canada",(604) 876-7647
489,Tap &amp; Barrel - Convention Centre,3.5,182,$$,Comfort Food,"Coal Harbour, Downtown","1055 Canada Place#Vancouver, BC V6C 0C3#Canada",(604) 235-9827
490,The Galley,3.5,28,$$,American (Traditional),Point Grey,"1300 Discovery Street#Vancouver, BC V6R 4L9#Canada",(604) 222-1331
491,Rinconcito Salvadoreno Restaurant,3.5,73,$,Mexican#Salvadoran,"Grandview-Woodlands, The Drive","2062 Commercial Drive#Vancouver, BC V5N 4A9#Canada",(604) 879-2600
492,Wowderffle,5.0,5,$,Desserts#Sandwiches#Breakfast & Brunch,West End,"1610 Robson Street#Vancouver, BC V6G 1C7#Canada",(604) 669-4931
493,Pizza 604,4.5,11,$,Pizza#Salad#Sandwiches,Mount Pleasant,"2444 Main Street#Vancouver, BC V5T 3E2#Canada",(604) 559-5600
494,Sushi Dragon,3.5,58,$,Japanese#Sushi Bars,Fairview Slopes,"614 West Broadway#Vancouver, BC V5Z 1G1#Canada",(604) 879-1889
495,Sal y Limón,4.0,386,$,Mexican,"Mount Pleasant, Kensington-Cedar Cottage","701 Kingsway#Vancouver, BC V5T 2R7#Canada",(604) 677-4247
496,Talay Thai Restaurant,4.0,64,$$,Thai,Marpole,"8369 Granville St#Vancouver, BC V6P 4Z8#Canada",(604) 568-2012
497,Westcoast Darts Cafe,4.5,44,$,Desserts#Cafes,Killarney,"3608 Kingsway#Vancouver, BC V5R 5M2#Canada",(778) 379-9901
498,Doughgirls,4.5,28,$,Cafes#Bakeries#Comfort Food,UBC,"3322 Shrum Lane#Vancouver, BC V6S 0B1#Canada",(604) 333-5474
499,Adelitas,4.0,50,$$,Mexican,Kensington-Cedar Cottage,"5178 Victoria Drive#Vancouver, BC V5P 3T8#Canada",(604) 677-1580
500,Cats Socialhouse,3.0,136,$$,Lounges#Italian,Granville Island/False Creek,"1540 Old Bridge St#Vancouver, BC V6H 3S6#Canada",(604) 647-2287
501,Blue Moon Cafe,4.0,24,$,Coffee & Tea#Breakfast & Brunch,Fairview Slopes,"1724 W 4th Avenue#Vancouver, BC V6J 1M1#Canada",(604) 738-2656
502,City 1 Cafe,3.0,57,$$,Malaysian#Singaporean,South Cambie,"954 W King Edward Ave#Vancouver, BC V5Z 2E2#Canada",(604) 569-1199
503,Japadog,4.0,61,$,Food Stands#Hot Dogs,"Coal Harbour, Downtown","Granville Street and Cordova Street#Vancouver, BC V6C 2R6#Canada",
504,The Mighty Oak,4.5,24,$$,Coffee & Tea#Cafes#Sandwiches,Riley Park,"198 W 18th Avenue#Vancouver, BC V5Y 2A5#Canada",(604) 243-9322
505,K Cafe,4.0,10,Null,Coffee & Tea#Cafes,Fairview Slopes,"2533 Heather Street#Vancouver, BC V5Z 3J2#Canada",(778) 737-9295
506,Dosa Corner,4.0,58,$$,Indian,Sunset,"8248 Fraser Street#Vancouver, BC V5X 3X6#Canada",(604) 324-3672
507,Le Petit Saigon,4.0,146,$,Vietnamese#Noodles,Hastings-Sunrise,"2783 Hastings Street E#Vancouver, BC V5K 1Z8#Canada",(604) 251-6340
508,Sakura Cafe,4.5,5,$,Desserts#Coffee & Tea#Sandwiches,"Kitsilano, Fairview Slopes","2389 Burrard Street#Vancouver, BC V6J 3J2#Canada",(778) 379-3188
509,Passion8 Dessert Cafe,4.0,57,$$,Desserts#Korean#Coffee & Tea,Fairview Slopes,"3010 Cambie Street#Vancouver, BC V5Z 2V9#Canada",(778) 379-8238
510,Los Cuervos Taqueria Y Cantina,4.0,138,$$,Mexican#Latin American,Mount Pleasant,"603 Kingsway#Vancouver, BC V5T 3K5#Canada",(604) 558-1518
